Accession_ID	Chr	Start	End	Strand	Length	A_1_1	A_1_2	A_1_3	A_2_1	A_2_2	A_2_3	A_3_1	A_3_2	A_3_3	A_4_1	A_4_2	A_4_3	A_5_1	A_5_2	A_5_3	A_6_1	A_6_2	A_6_3	A_7_1	A_7_2	A_7_3	A_8_1	A_8_2	A_8_3
lcl|NZ_CP011304.1_cds_WP_046662761.1_2976	lcl|NZ_CP011304.1_cds_WP_046662761.1_2976	1	345	+	345	61639	26657	9103	22324	18265	5375	41629	42691	12787	18851	9985	6255	37251	18478	25712	10700	7243	10780	19851	28935	28555	6181	12262	3063
lcl|NZ_CP011304.1_cds_WP_036389149.1_2982	lcl|NZ_CP011304.1_cds_WP_036389149.1_2982	1	396	+	396	575	644	385	615	385	355	932	1023	614	497	387	356	246	201	434	190	141	120	501	522	594	126	200	112
lcl|NZ_CP011304.1_cds_WP_002734383.1_2983	lcl|NZ_CP011304.1_cds_WP_002734383.1_2983	1	342	+	342	86	55	42	102	53	65	272	324	175	72	34	29	49	56	75	21	33	43	160	215	225	25	29	39
lcl|NZ_CP011304.1_cds_WP_045361533.1_2984	lcl|NZ_CP011304.1_cds_WP_045361533.1_2984	1	576	+	576	457	524	231	552	480	335	507	637	486	625	475	299	265	335	342	162	163	214	309	417	396	187	259	111
lcl|NZ_CP011304.1_cds_WP_046662765.1_2985	lcl|NZ_CP011304.1_cds_WP_046662765.1_2985	1	897	+	897	200	220	150	139	191	193	176	271	105	245	260	162	158	138	193	107	57	82	106	174	192	94	120	111
lcl|NZ_CP011304.1_cds_WP_046662774.1_2998	lcl|NZ_CP011304.1_cds_WP_046662774.1_2998	1	1278	+	1278	633	589	334	387	368	273	294	416	360	374	643	429	354	217	338	181	110	161	176	249	270	138	198	147
lcl|NZ_CP011304.1_cds_WP_046662775.1_2999	lcl|NZ_CP011304.1_cds_WP_046662775.1_2999	1	1170	+	1170	5034	5269	2484	4224	3766	1984	1958	2921	1411	6431	4218	3121	3091	1309	1930	1089	758	666	537	969	823	1053	1481	645
lcl|NZ_CP011304.1_cds_WP_002759004.1_3011	lcl|NZ_CP011304.1_cds_WP_002759004.1_3011	1	591	+	591	230	356	226	158	130	85	255	377	265	187	166	107	180	141	342	100	63	111	228	325	311	65	166	98
lcl|NZ_CP011304.1_cds_WP_201262024.1_3019	lcl|NZ_CP011304.1_cds_WP_201262024.1_3019	1	168	+	168	4	4	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	3
lcl|NZ_CP011304.1_cds_WP_046662790.1_3022	lcl|NZ_CP011304.1_cds_WP_046662790.1_3022	1	1143	+	1143	134	158	88	19	22	16	8	14	10	32	149	38	176	137	273	78	18	118	40	24	38	132	367	213
lcl|NZ_CP011304.1_cds_WP_080949774.1_3023	lcl|NZ_CP011304.1_cds_WP_080949774.1_3023	1	1815	+	1815	3632	4508	2784	2775	2701	2082	1984	2916	1596	4473	3318	3008	2316	3134	3560	2376	1813	1943	982	946	1234	2106	2999	2313
lcl|NZ_CP011304.1_cds_WP_046662795.1_3028	lcl|NZ_CP011304.1_cds_WP_046662795.1_3028	1	282	+	282	120	51	68	79	79	67	34	59	7	74	56	50	61	95	119	94	49	55	35	51	33	31	113	71
lcl|NZ_CP011304.1_cds_WP_046662796.1_3029	lcl|NZ_CP011304.1_cds_WP_046662796.1_3029	1	3057	+	3057	11908	13529	5477	12298	10893	5721	24926	43890	13771	13923	6581	6461	8712	8118	10156	5572	3820	3068	21114	22744	24789	4644	6645	3581
lcl|NZ_CP011304.1_cds_WP_046662799.1_3032	lcl|NZ_CP011304.1_cds_WP_046662799.1_3032	1	732	+	732	796	730	501	864	739	475	662	993	403	610	713	515	466	394	611	312	250	366	476	646	552	239	417	216
lcl|NZ_CP011304.1_cds_WP_046662803.1_3036	lcl|NZ_CP011304.1_cds_WP_046662803.1_3036	1	246	+	246	48	32	7	26	12	17	41	80	21	24	7	6	27	25	43	23	13	12	56	52	72	18	30	10
lcl|NZ_CP011304.1_cds_WP_046662804.1_3037	lcl|NZ_CP011304.1_cds_WP_046662804.1_3037	1	2172	+	2172	3054	3739	1776	3790	2663	1762	3047	3819	2714	2932	2167	1588	1437	1496	1570	1018	752	1051	1173	1304	1464	834	957	653
lcl|NZ_CP011304.1_cds_WP_046662805.1_3038	lcl|NZ_CP011304.1_cds_WP_046662805.1_3038	1	180	+	180	4	10	2	2	4	0	0	0	0	2	0	0	15	0	4	4	0	2	0	2	0	10	14	4
lcl|NZ_CP011304.1_cds_WP_046662806.1_3039	lcl|NZ_CP011304.1_cds_WP_046662806.1_3039	1	1236	+	1236	25	6	16	2	0	6	0	0	4	0	7	13	22	17	45	9	2	16	2	0	8	12	47	45
lcl|NZ_CP011304.1_cds_WP_158524806.1_3040	lcl|NZ_CP011304.1_cds_WP_158524806.1_3040	1	162	+	162	152	132	7	13	19	3	0	24	2	47	21	15	146	103	304	74	32	55	16	20	50	102	231	50
lcl|NZ_CP011304.1_cds_WP_235614756.1_3042	lcl|NZ_CP011304.1_cds_WP_235614756.1_3042	1	873	+	873	483	829	491	401	252	263	175	226	222	597	503	388	265	141	313	127	108	166	101	152	151	182	177	188
lcl|NZ_CP011304.1_cds_WP_002783137.1_3045	lcl|NZ_CP011304.1_cds_WP_002783137.1_3045	1	972	+	972	30309	36523	33579	29388	25305	28804	44873	57134	43234	40435	50003	46056	19940	17141	26359	11318	9724	18420	27456	34254	34174	10618	12653	13917
lcl|NZ_CP011304.1_cds_WP_046662812.1_3049	lcl|NZ_CP011304.1_cds_WP_046662812.1_3049	1	435	+	435	1238	1776	495	1029	962	428	1170	1468	770	1305	884	594	889	529	718	311	355	523	777	1190	972	287	561	213
lcl|NZ_CP011304.1_cds_WP_039899603.1_3055	lcl|NZ_CP011304.1_cds_WP_039899603.1_3055	1	912	+	912	151	85	84	105	86	49	87	169	83	65	83	75	79	35	110	28	20	24	91	153	102	13	44	22
lcl|NZ_CP011304.1_cds_WP_046662819.1_3057	lcl|NZ_CP011304.1_cds_WP_046662819.1_3057	1	414	+	414	136	103	64	76	59	42	65	82	62	51	92	40	61	34	80	26	12	15	39	54	55	15	54	17
lcl|NZ_CP011304.1_cds_WP_046662820.1_3059	lcl|NZ_CP011304.1_cds_WP_046662820.1_3059	1	459	+	459	2589	3629	455	1586	1235	247	1954	2475	857	3458	978	613	1494	971	928	682	448	516	1019	1299	1406	700	1016	187
lcl|NZ_CP011304.1_cds_WP_046662825.1_3065	lcl|NZ_CP011304.1_cds_WP_046662825.1_3065	1	1860	+	1860	493	715	533	838	716	749	76	183	90	518	1238	806	363	394	927	340	320	571	67	145	125	357	659	561
lcl|NZ_CP011304.1_cds_WP_046662826.1_3066	lcl|NZ_CP011304.1_cds_WP_046662826.1_3066	1	939	+	939	278	546	274	540	434	373	52	123	88	280	591	396	222	271	529	215	172	226	58	43	61	223	354	220
lcl|NZ_CP011304.1_cds_WP_046662827.1_3067	lcl|NZ_CP011304.1_cds_WP_046662827.1_3067	1	1098	+	1098	524	797	350	991	774	495	89	170	111	593	816	559	372	506	748	440	326	399	115	93	136	360	748	290
lcl|NZ_CP011304.1_cds_WP_046662828.1_3068	lcl|NZ_CP011304.1_cds_WP_046662828.1_3068	1	1995	+	1995	830	1303	599	1232	927	919	189	296	162	1057	1616	1151	485	672	814	534	338	527	87	114	77	543	781	437
lcl|NZ_CP011304.1_cds_WP_046662829.1_3069	lcl|NZ_CP011304.1_cds_WP_046662829.1_3069	1	213	+	213	256	343	115	380	324	122	63	71	33	381	194	184	154	191	308	161	133	122	18	22	74	127	165	82
lcl|NZ_CP011304.1_cds_WP_046662830.1_3070	lcl|NZ_CP011304.1_cds_WP_046662830.1_3070	1	954	+	954	998	1710	699	795	624	444	1039	1159	816	1382	888	850	550	259	305	171	72	150	95	145	165	361	201	173
lcl|NZ_CP011304.1_cds_WP_046662837.1_3081	lcl|NZ_CP011304.1_cds_WP_046662837.1_3081	1	405	+	405	70	71	81	62	41	49	30	60	75	56	93	92	40	16	32	14	16	49	32	55	32	37	18	30
lcl|NZ_CP011304.1_cds_WP_046662839.1_3085	lcl|NZ_CP011304.1_cds_WP_046662839.1_3085	1	2913	+	2913	21998	22434	10453	14023	12172	7818	18577	24283	14464	16545	14002	10200	15367	8731	13220	5235	4961	6251	12450	16830	16186	5481	7974	4164
lcl|NZ_CP011304.1_cds_WP_046662840.1_3086	lcl|NZ_CP011304.1_cds_WP_046662840.1_3086	1	828	+	828	14151	17375	6836	13690	12245	6257	18553	24085	12593	12225	10910	7493	9216	6651	9369	4815	4110	5037	10956	13027	12550	4181	5863	2977
lcl|NZ_CP011304.1_cds_WP_046662841.1_3087	lcl|NZ_CP011304.1_cds_WP_046662841.1_3087	1	1617	+	1617	622	494	135	411	373	108	176	216	60	589	265	193	394	314	589	277	151	278	117	144	153	265	432	145
lcl|NZ_CP011304.1_cds_WP_046662845.1_3093	lcl|NZ_CP011304.1_cds_WP_046662845.1_3093	1	1143	+	1143	7227	36915	6578	51396	43921	17460	13953	17587	9944	81347	30097	24929	5798	14274	19459	20030	15752	17829	6451	8453	11535	13627	16141	6682
lcl|NZ_CP011304.1_cds_WP_046662846.1_3095	lcl|NZ_CP011304.1_cds_WP_046662846.1_3095	1	363	+	363	117	133	139	112	99	99	77	91	58	98	165	153	91	53	126	36	15	31	43	44	53	34	34	29
lcl|NZ_CP011304.1_cds_WP_046662847.1_3096	lcl|NZ_CP011304.1_cds_WP_046662847.1_3096	1	300	+	300	307	337	251	224	226	174	225	258	170	289	399	184	242	273	293	76	68	137	104	153	139	61	115	78
lcl|NZ_CP011304.1_cds_myaer_RS22095_3105	lcl|NZ_CP011304.1_cds_myaer_RS22095_3105	1	111	+	111	25	14	0	34	14	0	0	11	0	18	0	2	18	0	22	12	8	2	2	6	2	26	25	0
lcl|NZ_CP011304.1_cds_WP_046662849.1_3107	lcl|NZ_CP011304.1_cds_WP_046662849.1_3107	1	345	+	345	212	380	297	101	85	136	56	82	120	150	291	256	197	115	147	44	61	140	23	69	43	82	251	205
lcl|NZ_CP011304.1_cds_WP_002783395.1_3109	lcl|NZ_CP011304.1_cds_WP_002783395.1_3109	1	261	+	261	451	309	177	282	199	110	254	393	173	436	204	171	178	179	246	130	93	128	172	293	228	149	255	108
lcl|NZ_CP011304.1_cds_WP_046662853.1_3112	lcl|NZ_CP011304.1_cds_WP_046662853.1_3112	1	2763	+	2763	538	550	260	460	428	253	432	629	465	457	383	316	346	266	440	196	130	186	321	369	404	124	275	148
lcl|NZ_CP011304.1_cds_WP_046662860.1_3121	lcl|NZ_CP011304.1_cds_WP_046662860.1_3121	1	1680	+	1680	1396	1197	828	748	695	457	1251	1763	998	835	687	487	975	577	895	366	285	379	912	1237	1192	354	471	301
lcl|NZ_CP011304.1_cds_WP_046662861.1_3122	lcl|NZ_CP011304.1_cds_WP_046662861.1_3122	1	2013	+	2013	737	790	273	680	576	226	662	981	470	968	379	272	504	691	1134	399	240	324	420	496	547	305	495	123
lcl|NZ_CP011304.1_cds_WP_080949811.1_3126	lcl|NZ_CP011304.1_cds_WP_080949811.1_3126	1	369	+	369	411	489	188	279	257	119	328	399	200	443	266	198	285	423	619	161	86	200	155	301	296	276	363	210
lcl|NZ_CP011304.1_cds_WP_235614761.1_3136	lcl|NZ_CP011304.1_cds_WP_235614761.1_3136	1	1581	+	1581	2483	5299	3024	4431	3362	3813	1530	2180	1703	7753	7682	8047	1147	1248	2198	1470	1232	2210	238	281	382	1850	3171	2273
lcl|NZ_CP011304.1_cds_WP_046662873.1_3140	lcl|NZ_CP011304.1_cds_WP_046662873.1_3140	1	225	+	225	248	314	70	67	79	20	33	67	14	176	91	43	182	228	277	106	40	96	48	44	46	189	575	134
lcl|NZ_CP011304.1_cds_WP_255420520.1_3141	lcl|NZ_CP011304.1_cds_WP_255420520.1_3141	1	129	+	129	10	22	3	4	6	0	14	12	0	0	1	2	6	9	6	10	5	0	4	3	3	4	30	6
lcl|NZ_CP011304.1_cds_WP_046662874.1_3142	lcl|NZ_CP011304.1_cds_WP_046662874.1_3142	1	1641	+	1641	1472	1684	526	1313	1373	477	981	1286	509	1629	771	594	847	1257	1432	674	360	583	483	664	657	700	1258	429
lcl|NZ_CP011304.1_cds_WP_162496091.1_3143	lcl|NZ_CP011304.1_cds_WP_162496091.1_3143	1	150	+	150	45	38	4	76	102	9	20	32	0	108	6	10	32	54	73	80	33	24	18	35	26	46	61	10
lcl|NZ_CP011304.1_cds_WP_046662875.1_3144	lcl|NZ_CP011304.1_cds_WP_046662875.1_3144	1	366	+	366	211	232	219	271	318	209	228	242	151	272	220	210	154	181	361	156	61	95	93	163	89	96	108	125
lcl|NZ_CP011304.1_cds_WP_046662877.1_3146	lcl|NZ_CP011304.1_cds_WP_046662877.1_3146	1	531	+	531	278	298	173	242	219	158	91	217	78	254	198	166	252	133	145	98	68	152	96	61	89	169	331	196
lcl|NZ_CP011304.1_cds_WP_046662878.1_3147	lcl|NZ_CP011304.1_cds_WP_046662878.1_3147	1	2664	+	2664	1021	940	456	943	850	480	389	572	172	967	622	486	951	756	1004	599	450	409	271	369	411	713	1419	718
lcl|NZ_CP011304.1_cds_WP_158524807.1_3149	lcl|NZ_CP011304.1_cds_WP_158524807.1_3149	1	144	+	144	18	28	2	12	6	2	30	39	4	17	4	4	18	33	18	2	6	4	10	22	27	6	2	4
lcl|NZ_CP011304.1_cds_WP_046662881.1_3151	lcl|NZ_CP011304.1_cds_WP_046662881.1_3151	1	5778	+	5778	310	261	99	227	205	91	84	80	55	184	115	110	223	104	144	58	66	121	76	117	67	97	130	73
lcl|NZ_CP011304.1_cds_WP_046662882.1_3152	lcl|NZ_CP011304.1_cds_WP_046662882.1_3152	1	315	+	315	1287	709	339	640	650	260	250	445	176	425	466	366	605	372	681	255	163	259	100	110	109	328	827	282
lcl|NZ_CP011304.1_cds_WP_046662884.1_3153	lcl|NZ_CP011304.1_cds_WP_046662884.1_3153	1	1089	+	1089	3953	4570	2068	4145	3641	2064	1884	2100	1369	5633	4245	3055	3357	1377	1813	901	601	1104	493	800	858	675	1051	683
lcl|NZ_CP011304.1_cds_WP_046662885.1_3154	lcl|NZ_CP011304.1_cds_WP_046662885.1_3154	1	579	+	579	4735	12951	4185	19999	19951	15417	1873	3903	2100	18300	4230	5401	2543	23040	9728	6041	6321	10074	1437	1432	1766	913	1203	647
lcl|NZ_CP011304.1_cds_WP_046662886.1_3155	lcl|NZ_CP011304.1_cds_WP_046662886.1_3155	1	903	+	903	533	1203	567	3496	2373	2441	215	584	298	901	363	564	114	2963	525	815	722	822	234	272	291	81	98	93
lcl|NZ_CP011304.1_cds_WP_002799472.1_3156	lcl|NZ_CP011304.1_cds_WP_002799472.1_3156	1	291	+	291	3462	3205	1169	3501	3208	1279	3448	4231	2251	2956	1742	1292	2381	1123	1556	866	758	1183	1573	2242	2101	386	581	168
lcl|NZ_CP011304.1_cds_WP_046662887.1_3157	lcl|NZ_CP011304.1_cds_WP_046662887.1_3157	1	495	+	495	1223	1419	665	1466	1212	856	1303	1697	824	1237	833	598	850	348	554	357	293	387	717	1006	1048	173	242	143
lcl|NZ_CP011304.1_cds_WP_046662888.1_3158	lcl|NZ_CP011304.1_cds_WP_046662888.1_3158	1	231	+	231	0	0	2	13	0	3	3	8	2	0	1	1	2	0	6	0	0	0	8	9	1	0	0	0
lcl|NZ_CP011304.1_cds_WP_002757633.1_3159	lcl|NZ_CP011304.1_cds_WP_002757633.1_3159	1	375	+	375	816	1260	557	688	324	261	815	895	930	347	333	213	323	222	381	119	89	170	364	612	526	144	55	77
lcl|NZ_CP011304.1_cds_WP_046662889.1_3163	lcl|NZ_CP011304.1_cds_WP_046662889.1_3163	1	2298	+	2298	1573	2633	1040	1831	1391	977	827	1134	1100	1706	1361	930	1082	841	621	407	393	458	381	439	525	448	372	277
lcl|NZ_CP011304.1_cds_WP_046662891.1_3174	lcl|NZ_CP011304.1_cds_WP_046662891.1_3174	1	522	+	522	745	1536	510	2287	1966	988	2257	2326	1172	2519	1337	1082	590	741	1033	806	525	770	871	996	1137	494	546	342
lcl|NZ_CP011304.1_cds_WP_158269544.1_3175	lcl|NZ_CP011304.1_cds_WP_158269544.1_3175	1	150	+	150	11	37	13	40	93	17	42	33	8	108	23	20	15	36	58	15	27	8	13	14	24	18	28	8
lcl|NZ_CP011304.1_cds_WP_201262019.1_3178	lcl|NZ_CP011304.1_cds_WP_201262019.1_3178	1	258	+	258	79	136	68	69	76	41	117	113	105	99	106	90	94	83	125	59	35	84	115	126	118	53	76	59
lcl|NZ_CP011304.1_cds_WP_046662897.1_3182	lcl|NZ_CP011304.1_cds_WP_046662897.1_3182	1	726	+	726	1434	1332	618	575	627	397	778	970	392	1167	933	679	934	641	1081	356	238	356	330	466	484	536	964	472
lcl|NZ_CP011304.1_cds_WP_046663817.1_3184	lcl|NZ_CP011304.1_cds_WP_046663817.1_3184	1	1119	+	1119	517	409	312	133	164	95	14	80	19	129	349	171	312	368	738	201	111	192	56	67	80	294	787	563
lcl|NZ_CP011304.1_cds_WP_046662900.1_3188	lcl|NZ_CP011304.1_cds_WP_046662900.1_3188	1	939	+	939	2354	2163	1628	1717	1269	1268	1695	2421	1287	1683	1909	1557	1478	1274	1535	737	718	804	1363	1600	1663	557	958	751
lcl|NZ_CP011304.1_cds_WP_046662901.1_3189	lcl|NZ_CP011304.1_cds_WP_046662901.1_3189	1	213	+	213	33	32	8	10	20	0	6	17	0	7	4	2	28	18	9	2	2	0	4	11	19	6	11	6
lcl|NZ_CP011304.1_cds_WP_046662904.1_3192	lcl|NZ_CP011304.1_cds_WP_046662904.1_3192	1	2247	+	2247	3381	4247	1945	3631	2981	1899	4209	5049	2824	3744	3060	2530	2373	2908	4641	2070	1563	2206	2363	3100	3074	2114	3658	1686
lcl|NZ_CP011304.1_cds_WP_046662905.1_3193	lcl|NZ_CP011304.1_cds_WP_046662905.1_3193	1	318	+	318	2491	2954	1286	3559	3688	2094	1677	2685	963	6388	3342	2909	1633	1100	1739	919	481	668	362	458	583	1352	1684	1174
lcl|NZ_CP011304.1_cds_WP_046662914.1_3204	lcl|NZ_CP011304.1_cds_WP_046662914.1_3204	1	909	+	909	1019	950	345	614	569	246	343	756	284	775	661	415	693	388	494	248	241	292	251	474	475	275	567	300
lcl|NZ_CP011304.1_cds_WP_046662917.1_3207	lcl|NZ_CP011304.1_cds_WP_046662917.1_3207	1	213	+	213	2637	5396	2045	3834	2776	1687	1652	1743	1711	4591	2953	2136	2561	1322	2893	1914	700	1505	776	1475	1671	1732	2114	1092
lcl|NZ_CP011304.1_cds_WP_046662918.1_3208	lcl|NZ_CP011304.1_cds_WP_046662918.1_3208	1	678	+	678	605	619	190	504	429	200	259	415	123	605	329	223	338	314	321	250	179	189	141	124	152	136	282	194
lcl|NZ_CP011304.1_cds_WP_045359761.1_3219	lcl|NZ_CP011304.1_cds_WP_045359761.1_3219	1	300	+	300	12464	8829	5687	4876	4320	2510	7016	8565	3410	4975	3158	2340	7985	3760	5424	1241	852	1210	2747	3666	3757	1497	2931	1147
lcl|NZ_CP011304.1_cds_WP_046662929.1_3222	lcl|NZ_CP011304.1_cds_WP_046662929.1_3222	1	1881	+	1881	455	417	284	343	303	253	373	576	417	315	379	248	332	262	477	153	146	215	351	464	444	116	287	156
lcl|NZ_CP011304.1_cds_WP_046662931.1_3224	lcl|NZ_CP011304.1_cds_WP_046662931.1_3224	1	738	+	738	14066	10062	3479	6397	5752	2107	9935	12779	4710	6223	3194	2314	8677	5331	6200	2888	2449	1975	5671	7281	7833	2462	4608	1352
lcl|NZ_CP011304.1_cds_WP_046662933.1_3227	lcl|NZ_CP011304.1_cds_WP_046662933.1_3227	1	1317	+	1317	830	895	371	659	535	367	870	1026	544	727	538	379	449	370	607	197	127	288	431	463	514	256	326	175
lcl|NZ_CP011304.1_cds_myaer_RS16855_3230	lcl|NZ_CP011304.1_cds_myaer_RS16855_3230	1	242	+	242	27	33	19	25	25	17	44	57	9	38	15	9	27	44	36	14	1	15	19	33	19	5	18	9
lcl|NZ_CP011304.1_cds_WP_046662943.1_3249	lcl|NZ_CP011304.1_cds_WP_046662943.1_3249	1	663	+	663	869	902	321	711	706	299	908	1059	259	1505	715	386	642	771	1069	503	337	480	495	661	729	475	1085	401
lcl|NZ_CP011304.1_cds_WP_046662944.1_3251	lcl|NZ_CP011304.1_cds_WP_046662944.1_3251	1	621	+	621	10881	19834	7861	22377	18263	11252	18914	20291	13413	39533	25997	24388	6889	7065	12493	7875	6232	9804	7840	10648	11492	8428	8679	5107
lcl|NZ_CP011304.1_cds_WP_046662952.1_3261	lcl|NZ_CP011304.1_cds_WP_046662952.1_3261	1	1854	+	1854	34233	36957	28033	24905	22372	22128	20870	27517	23818	34859	43484	33261	22880	18559	24425	12717	9330	12923	11924	13534	14636	18688	33796	22490
lcl|NZ_CP011304.1_cds_WP_046662956.1_3264	lcl|NZ_CP011304.1_cds_WP_046662956.1_3264	1	711	+	711	7393	5702	2770	4188	3116	1689	7190	8310	4518	4432	2291	1840	4832	2747	3187	1685	1453	1640	3729	5284	5316	1166	1776	858
lcl|NZ_CP011304.1_cds_WP_046662958.1_3266	lcl|NZ_CP011304.1_cds_WP_046662958.1_3266	1	1512	+	1512	4687	5146	1932	3795	3084	1585	5133	6589	2827	4044	3114	2113	3608	2222	3059	1373	1030	1459	3338	4378	4598	1103	1893	776
lcl|NZ_CP011304.1_cds_WP_046662960.1_3268	lcl|NZ_CP011304.1_cds_WP_046662960.1_3268	1	1248	+	1248	64177	43687	30802	31157	29005	19044	29739	38511	22633	27561	29625	21511	27920	15279	18867	10639	10995	12275	15895	20710	19822	7437	10526	6174
lcl|NZ_CP011304.1_cds_WP_158524809.1_3271	lcl|NZ_CP011304.1_cds_WP_158524809.1_3271	1	144	+	144	15	55	15	64	38	54	95	89	38	89	35	49	17	70	128	33	16	24	18	43	38	29	12	27
lcl|NZ_CP011304.1_cds_WP_002800691.1_3272	lcl|NZ_CP011304.1_cds_WP_002800691.1_3272	1	462	+	462	422	922	197	1263	1126	472	1321	1600	1160	1803	816	755	273	630	987	550	474	547	453	597	712	603	393	264
lcl|NZ_CP011304.1_cds_WP_158524810.1_3273	lcl|NZ_CP011304.1_cds_WP_158524810.1_3273	1	156	+	156	325	620	124	514	470	152	797	776	149	1221	183	206	204	286	599	190	135	139	205	308	327	206	166	69
lcl|NZ_CP011304.1_cds_WP_327348264.1_3274	lcl|NZ_CP011304.1_cds_WP_327348264.1_3274	1	393	+	393	30	51	31	43	47	38	12	26	15	33	30	36	13	24	26	11	37	11	18	8	16	9	48	23
lcl|NZ_CP011304.1_cds_WP_235614763.1_3276	lcl|NZ_CP011304.1_cds_WP_235614763.1_3276	1	621	+	621	4973	6039	1245	5314	4399	1250	1478	1870	1023	5158	1803	1443	2687	1206	2395	1438	885	1628	350	603	660	1426	1888	583
lcl|NZ_CP011304.1_cds_WP_046662963.1_3280	lcl|NZ_CP011304.1_cds_WP_046662963.1_3280	1	333	+	333	331	358	269	605	527	383	944	1417	954	314	374	290	257	145	299	86	131	158	611	764	871	58	153	89
lcl|NZ_CP011304.1_cds_WP_046662964.1_3281	lcl|NZ_CP011304.1_cds_WP_046662964.1_3281	1	894	+	894	1022	1294	393	967	943	346	750	956	283	1720	614	482	737	621	902	514	292	414	368	498	469	497	724	264
lcl|NZ_CP011304.1_cds_WP_071846484.1_3285	lcl|NZ_CP011304.1_cds_WP_071846484.1_3285	1	165	+	165	1361	2828	945	2161	1816	1410	699	1094	179	4211	1755	2820	1031	2416	4313	1569	922	1152	635	784	889	2209	2812	1671
lcl|NZ_CP011304.1_cds_WP_046662968.1_3286	lcl|NZ_CP011304.1_cds_WP_046662968.1_3286	1	573	+	573	661	735	276	592	444	251	1061	1393	704	472	399	273	513	372	469	237	202	215	689	820	770	165	389	111
lcl|NZ_CP011304.1_cds_WP_268807278.1_3297	lcl|NZ_CP011304.1_cds_WP_268807278.1_3297	1	129	+	129	54	161	4	73	46	3	67	120	8	68	2	3	32	47	78	27	16	10	53	51	68	4	9	4
lcl|NZ_CP011304.1_cds_WP_046662986.1_3308	lcl|NZ_CP011304.1_cds_WP_046662986.1_3308	1	1095	+	1095	7611	8316	2425	5511	4711	2085	7474	9618	4594	6208	3622	2448	4841	3204	3539	2029	1714	1666	4275	5435	5435	1443	1820	625
lcl|NZ_CP011304.1_cds_WP_046662988.1_3311	lcl|NZ_CP011304.1_cds_WP_046662988.1_3311	1	450	+	450	285	425	153	317	463	244	141	355	157	374	321	211	225	214	183	48	89	83	68	112	87	20	60	58
lcl|NZ_CP011304.1_cds_WP_046662994.1_3318	lcl|NZ_CP011304.1_cds_WP_046662994.1_3318	1	354	+	354	223	263	166	76	88	115	125	175	153	99	194	155	221	145	209	54	69	106	116	225	236	136	232	123
lcl|NZ_CP011304.1_cds_WP_052734193.1_3326	lcl|NZ_CP011304.1_cds_WP_052734193.1_3326	1	423	+	423	294	290	100	355	336	145	201	329	62	284	223	142	244	116	117	150	144	127	121	203	174	54	203	60
lcl|NZ_CP011304.1_cds_WP_046663003.1_3333	lcl|NZ_CP011304.1_cds_WP_046663003.1_3333	1	420	+	420	141	219	105	118	55	67	212	217	135	156	99	102	104	44	88	26	46	35	82	132	113	68	30	39
lcl|NZ_CP011304.1_cds_WP_046663005.1_3335	lcl|NZ_CP011304.1_cds_WP_046663005.1_3335	1	558	+	558	664	397	145	220	213	61	96	192	20	246	103	83	499	282	533	177	53	72	62	67	59	125	301	81
lcl|NZ_CP011304.1_cds_WP_046663006.1_3336	lcl|NZ_CP011304.1_cds_WP_046663006.1_3336	1	300	+	300	955	1803	528	699	583	317	795	885	438	1345	810	623	439	305	484	163	92	181	300	398	412	271	262	183
lcl|NZ_CP011304.1_cds_WP_002738003.1_3337	lcl|NZ_CP011304.1_cds_WP_002738003.1_3337	1	372	+	372	298	433	229	307	257	162	548	602	288	328	305	224	136	66	167	38	32	104	259	313	395	41	53	54
lcl|NZ_CP011304.1_cds_WP_002738137.1_3338	lcl|NZ_CP011304.1_cds_WP_002738137.1_3338	1	165	+	165	267	635	66	229	172	40	266	219	42	657	99	118	120	67	66	64	55	64	65	76	76	62	96	20
lcl|NZ_CP011304.1_cds_WP_046663008.1_3340	lcl|NZ_CP011304.1_cds_WP_046663008.1_3340	1	354	+	354	24	41	17	85	68	22	54	29	15	69	85	72	38	15	28	17	8	14	10	6	22	16	54	24
lcl|NZ_CP011304.1_cds_WP_002748891.1_3342	lcl|NZ_CP011304.1_cds_WP_002748891.1_3342	1	423	+	423	86	75	81	79	82	108	65	145	102	93	170	114	47	25	108	33	63	73	75	73	111	42	34	34
lcl|NZ_CP011304.1_cds_WP_066030092.1_3343	lcl|NZ_CP011304.1_cds_WP_066030092.1_3343	1	261	+	261	230	273	11	172	218	3	81	193	2	310	2	9	155	231	362	110	15	20	46	82	68	144	191	7
lcl|NZ_CP011304.1_cds_WP_046663010.1_3345	lcl|NZ_CP011304.1_cds_WP_046663010.1_3345	1	417	+	417	346	889	226	281	166	115	260	257	400	535	385	271	120	84	153	96	55	139	61	86	97	258	66	91
lcl|NZ_CP011304.1_cds_WP_327348265.1_3347	lcl|NZ_CP011304.1_cds_WP_327348265.1_3347	1	441	+	441	29	52	18	31	23	11	22	76	29	37	11	9	18	12	43	13	8	23	41	53	37	9	17	7
lcl|NZ_CP011304.1_cds_WP_046663013.1_3354	lcl|NZ_CP011304.1_cds_WP_046663013.1_3354	1	951	+	951	1614	1210	721	1469	1245	798	1551	2250	952	1088	1063	827	1000	785	945	494	444	457	1142	1436	1533	220	366	204
