# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/phage_pangenome.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/FC/TAIHU_all_featurecounts.txt" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam" 
Geneid	Chr	Start	End	Strand	Length	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam
lcl|PP438418.1_cds_XAI95949.1_36.1	lcl|PP438418.1_cds_XAI95949.1_36	1	1050	+	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95950.1_37.1	lcl|PP438418.1_cds_XAI95950.1_37	1	2289	+	2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95951.1_38.1	lcl|PP438418.1_cds_XAI95951.1_38	1	618	+	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95952.1_39.1	lcl|PP438418.1_cds_XAI95952.1_39	1	315	+	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95953.1_40.1	lcl|PP438418.1_cds_XAI95953.1_40	1	246	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95954.1_41.1	lcl|PP438418.1_cds_XAI95954.1_41	1	174	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95955.1_42.1	lcl|PP438418.1_cds_XAI95955.1_42	1	324	+	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95956.1_43.1	lcl|PP438418.1_cds_XAI95956.1_43	1	261	+	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95957.1_44.1	lcl|PP438418.1_cds_XAI95957.1_44	1	597	+	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95958.1_45.1	lcl|PP438418.1_cds_XAI95958.1_45	1	327	+	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95959.1_46.1	lcl|PP438418.1_cds_XAI95959.1_46	1	315	+	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95960.1_47.1	lcl|PP438418.1_cds_XAI95960.1_47	1	282	+	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95961.1_48.1	lcl|PP438418.1_cds_XAI95961.1_48	1	225	+	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95962.1_49.1	lcl|PP438418.1_cds_XAI95962.1_49	1	378	+	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95963.1_50.1	lcl|PP438418.1_cds_XAI95963.1_50	1	432	+	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95964.1_51.1	lcl|PP438418.1_cds_XAI95964.1_51	1	213	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95965.1_52.1	lcl|PP438418.1_cds_XAI95965.1_52	1	1143	+	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95966.1_53.1	lcl|PP438418.1_cds_XAI95966.1_53	1	150	+	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95967.1_54.1	lcl|PP438418.1_cds_XAI95967.1_54	1	210	+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95968.1_55.1	lcl|PP438418.1_cds_XAI95968.1_55	1	249	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95969.1_56.1	lcl|PP438418.1_cds_XAI95969.1_56	1	159	+	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95970.1_57.1	lcl|PP438418.1_cds_XAI95970.1_57	1	201	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95971.1_58.1	lcl|PP438418.1_cds_XAI95971.1_58	1	213	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95972.1_59.1	lcl|PP438418.1_cds_XAI95972.1_59	1	480	+	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95973.1_60.1	lcl|PP438418.1_cds_XAI95973.1_60	1	501	+	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95974.1_61.1	lcl|PP438418.1_cds_XAI95974.1_61	1	252	+	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95975.1_62.1	lcl|PP438418.1_cds_XAI95975.1_62	1	240	+	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95976.1_63.1	lcl|PP438418.1_cds_XAI95976.1_63	1	309	+	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95977.1_64.1	lcl|PP438418.1_cds_XAI95977.1_64	1	243	+	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95979.1_66.1	lcl|PP438418.1_cds_XAI95979.1_66	1	243	+	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95980.1_67.1	lcl|PP438418.1_cds_XAI95980.1_67	1	294	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95981.1_68.1	lcl|PP438418.1_cds_XAI95981.1_68	1	312	+	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95982.1_69.1	lcl|PP438418.1_cds_XAI95982.1_69	1	333	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95983.1_70.1	lcl|PP438418.1_cds_XAI95983.1_70	1	210	+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95984.1_71.1	lcl|PP438418.1_cds_XAI95984.1_71	1	249	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95985.1_72.1	lcl|PP438418.1_cds_XAI95985.1_72	1	258	+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95986.1_73.1	lcl|PP438418.1_cds_XAI95986.1_73	1	267	+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95987.1_74.1	lcl|PP438418.1_cds_XAI95987.1_74	1	312	+	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95988.1_75.1	lcl|PP438418.1_cds_XAI95988.1_75	1	297	+	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95989.1_76.1	lcl|PP438418.1_cds_XAI95989.1_76	1	225	+	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95990.1_77.1	lcl|PP438418.1_cds_XAI95990.1_77	1	333	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95991.1_78.1	lcl|PP438418.1_cds_XAI95991.1_78	1	204	+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95992.1_79.1	lcl|PP438418.1_cds_XAI95992.1_79	1	831	+	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95993.1_80.1	lcl|PP438418.1_cds_XAI95993.1_80	1	309	+	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95994.1_81.1	lcl|PP438418.1_cds_XAI95994.1_81	1	465	+	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95995.1_82.1	lcl|PP438418.1_cds_XAI95995.1_82	1	1095	+	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95996.1_83.1	lcl|PP438418.1_cds_XAI95996.1_83	1	135	+	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95997.1_84.1	lcl|PP438418.1_cds_XAI95997.1_84	1	129	+	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95998.1_85.1	lcl|PP438418.1_cds_XAI95998.1_85	1	267	+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI95999.1_86.1	lcl|PP438418.1_cds_XAI95999.1_86	1	258	+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96000.1_87.1	lcl|PP438418.1_cds_XAI96000.1_87	1	243	+	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96001.1_88.1	lcl|PP438418.1_cds_XAI96001.1_88	1	180	+	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96002.1_89.1	lcl|PP438418.1_cds_XAI96002.1_89	1	267	+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96003.1_90.1	lcl|PP438418.1_cds_XAI96003.1_90	1	216	+	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96004.1_91.1	lcl|PP438418.1_cds_XAI96004.1_91	1	333	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96005.1_92.1	lcl|PP438418.1_cds_XAI96005.1_92	1	225	+	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96006.1_93.1	lcl|PP438418.1_cds_XAI96006.1_93	1	294	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96007.1_94.1	lcl|PP438418.1_cds_XAI96007.1_94	1	585	+	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96008.1_95.1	lcl|PP438418.1_cds_XAI96008.1_95	1	192	+	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96009.1_96.1	lcl|PP438418.1_cds_XAI96009.1_96	1	228	+	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96010.1_97.1	lcl|PP438418.1_cds_XAI96010.1_97	1	279	+	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96011.1_98.1	lcl|PP438418.1_cds_XAI96011.1_98	1	213	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96012.1_99.1	lcl|PP438418.1_cds_XAI96012.1_99	1	3462	+	3462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96013.1_100.1	lcl|PP438418.1_cds_XAI96013.1_100	1	558	+	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96014.1_101.1	lcl|PP438418.1_cds_XAI96014.1_101	1	177	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96015.1_102.1	lcl|PP438418.1_cds_XAI96015.1_102	1	156	+	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96016.1_103.1	lcl|PP438418.1_cds_XAI96016.1_103	1	507	+	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96017.1_104.1	lcl|PP438418.1_cds_XAI96017.1_104	1	390	+	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96018.1_105.1	lcl|PP438418.1_cds_XAI96018.1_105	1	609	+	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96019.1_106.1	lcl|PP438418.1_cds_XAI96019.1_106	1	1635	+	1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96020.1_107.1	lcl|PP438418.1_cds_XAI96020.1_107	1	348	+	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96021.1_108.1	lcl|PP438418.1_cds_XAI96021.1_108	1	120	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96022.1_109.1	lcl|PP438418.1_cds_XAI96022.1_109	1	333	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96023.1_110.1	lcl|PP438418.1_cds_XAI96023.1_110	1	258	+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96024.1_111.1	lcl|PP438418.1_cds_XAI96024.1_111	1	174	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96025.1_112.1	lcl|PP438418.1_cds_XAI96025.1_112	1	165	+	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96026.1_113.1	lcl|PP438418.1_cds_XAI96026.1_113	1	393	+	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96027.1_114.1	lcl|PP438418.1_cds_XAI96027.1_114	1	612	+	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96028.1_115.1	lcl|PP438418.1_cds_XAI96028.1_115	1	342	+	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96029.1_116.1	lcl|PP438418.1_cds_XAI96029.1_116	1	1209	+	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96030.1_117.1	lcl|PP438418.1_cds_XAI96030.1_117	1	252	+	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96031.1_118.1	lcl|PP438418.1_cds_XAI96031.1_118	1	1599	+	1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96032.1_119.1	lcl|PP438418.1_cds_XAI96032.1_119	1	174	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96033.1_120.1	lcl|PP438418.1_cds_XAI96033.1_120	1	777	+	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96034.1_121.1	lcl|PP438418.1_cds_XAI96034.1_121	1	933	+	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96035.1_122.1	lcl|PP438418.1_cds_XAI96035.1_122	1	441	+	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96036.1_123.1	lcl|PP438418.1_cds_XAI96036.1_123	1	540	+	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96037.1_124.1	lcl|PP438418.1_cds_XAI96037.1_124	1	405	+	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96038.1_125.1	lcl|PP438418.1_cds_XAI96038.1_125	1	642	+	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96039.1_126.1	lcl|PP438418.1_cds_XAI96039.1_126	1	480	+	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96040.1_127.1	lcl|PP438418.1_cds_XAI96040.1_127	1	423	+	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96041.1_128.1	lcl|PP438418.1_cds_XAI96041.1_128	1	813	+	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96042.1_129.1	lcl|PP438418.1_cds_XAI96042.1_129	1	2505	+	2505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96043.1_130.1	lcl|PP438418.1_cds_XAI96043.1_130	1	282	+	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96044.1_131.1	lcl|PP438418.1_cds_XAI96044.1_131	1	168	+	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96045.1_132.1	lcl|PP438418.1_cds_XAI96045.1_132	1	426	+	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96046.1_133.1	lcl|PP438418.1_cds_XAI96046.1_133	1	192	+	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96047.1_134.1	lcl|PP438418.1_cds_XAI96047.1_134	1	759	+	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96048.1_135.1	lcl|PP438418.1_cds_XAI96048.1_135	1	519	+	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96049.1_136.1	lcl|PP438418.1_cds_XAI96049.1_136	1	369	+	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96050.1_137.1	lcl|PP438418.1_cds_XAI96050.1_137	1	489	+	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96051.1_138.1	lcl|PP438418.1_cds_XAI96051.1_138	1	432	+	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96052.1_139.1	lcl|PP438418.1_cds_XAI96052.1_139	1	1764	+	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96053.1_140.1	lcl|PP438418.1_cds_XAI96053.1_140	1	420	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP438418.1_cds_XAI96054.1_141.1	lcl|PP438418.1_cds_XAI96054.1_141	1	249	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
